TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%;Comment
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#3;11551830;0;0;0;1301;403000000;414551830;2.787;1.162;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#4;10512336;0;0;0;1289;404000000;414512336;2.536;1.148;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#5;11461449;0;0;0;1274;400000000;411461449;2.786;1.161;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#6;10411534;10000000;1;0;1267;403000000;413411534;2.518;1.146;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#7;9309120;0;1;0;1258;403000000;412309120;2.258;1.131;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#8;11573143;0;0;0;1253;401000000;412573143;2.805;1.163;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#9;8802294;0;1;0;1233;404000000;412802294;2.132;1.124;
1700514110740;1;1;tpc-di;3000.0;16;ALL#SCHEDULERS;162074783947;87280000000;0;0;2552593;3088787000000;3250861783947;4.986;2661.016;
1700514110740;1;1;tpc-di;3000.0;16;ALL#pdgf.util.caching.experimental.BucketSortOutputFileWriterIMPL$HouseKeeper;4426435789;1340000000;0;0;306196;27652000000;32078435789;13.799;73.648;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#0;2490507896;2270000000;9;2000000;19775;3145000000;5637507896;44.177;41.875;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#1;2342397816;2200000000;5;2000000;20673;3320000000;5664397816;41.353;39.444;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#10;2084247017;1920000000;4;0;18664;3611000000;5695247017;36.596;35.207;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#11;1993791241;1840000000;8;6000000;18653;3671000000;5670791241;35.159;33.723;
